fr	ewe
ONU 75 ans : une célébration menacée par la Covid-19Pour la première fois, les sessions de l’Assemblée générale des Nations Unies se tiennent dans un format semi-virtuel	Ebe nyɔnuwo naza yaʋala aɖe nu yeyewo do ahe ʋli mamawo ta.
Les discours des dirigeants ont été enregistrés puis envoyé à l’ONU en raison des préoccupations concernant la pandémie de coronavirus	Ne nyɔnuwo metso ɖe esia ŋu o la mama anɔ anyi ɖaa le aɖaŋuɖenyawo me.
Les représentants permanents des États peuvent prononcer en direct les discours au nom de leur dirigeant	Amsiwo le nuwota kpɔm sie ŋusẽ le eye ne nyɔnuwo mewɔ esiawo o la, ŋusẽ manɔ wo si o.
Suivie par plus de 750 000 abonnés sur Instagram, la it-girl, Clara Morgane partage fréquemment des nouveaux posts sur sa page, toujours plus tendance les uns que les autres	Aƒenɔ Kaba kaba be ŋutsuviwo ʋua woƒe fefenuwo akpɔ ale si wole dɔwɔm lae ke nyɔnuwo ʋlia wofefenuwo ƒe dedienɔnɔ ta bɔŋ.
Ce 23 septembre 2020, la beauté blonde a surpris ses nombreux fans avec un tout nouveau cliché, sur lequel elle dévoile sa nouvelle coiffure	Hehenana si miexɔ ƒè geɖewo lae nye kuxia.
Cette fois, l’originaire de Marseille a craqué pour un carré court qu’elle porte à ravir	Kehã dzɔgbenyuitɔe la ɖoɖo sɔgbɔ le ŋusẽ dom nyɔwo hena aɖaŋuɖenuwo.
Niveau coloration, la belle arbore un blond froid qui valorise parfaitement son teint	Ɖekae nye Dynamiques et Excellentes d’Afrique (DEA)si Maimouna Koné ɖo la.
“Ma coupe, ma nouvelle féminité	Nyɔnuwo ɖo la dze nuwo ɖeɖeto gɔme.
Mes cheveux ont toujours été un moyen de m’affirmer, une “empreinte de vie” à un instant T	Mieŋlɔa be nusiawo ƒe vɔ̃do hã.
Merci @albantravia, mon frère, ce génie” a écrit Clara Morgane, en guise de légende sous son nouveau cliché	Nufialagã Agnissan si fiana dzɔdzɔmenuwo la be ɑɖaŋunu siawo la te ŋu agblẽ miaƒe kadedewo me faa.
Clara Morgane sur une balançoire : elle dévoile son fessier bombé sous un mini-bikini En deux heures seulement, le cliché en question a dépassé les 18 000 mentions “j’aime”	Yaʋaladzinɔnɔ naa be mieŋlɔa mia amedzesiwo be.
Les commentaires, quant à eux, sont déjà très nombreux	Nudodo vavã megale ƒome aɖewo me o ɖe alɔmekaƒomɔwo ta.
“Ça te va si bien”, “Tu es absolument magnifique”, “Quelle classe”, “Que tu es belle”, “Tu as gagné en féminité” peut-on lire	Kuxi wonye be miage ɖe aɖaŋuɖenuwogbe me.
Même la célèbre chanteuse Shy’m a tenu a réagir à ce changement de look, via le biais d’un emoji émerveillé	Tsitsi nana be mielɔ̃a tɔtrɔ yeyewo o.
Emmanuel Macron a été zappé de la liste des 100 personnalités les plus influentes du monde en 2020 par le magazine américain Time	Penantien Koné be esesẽ na ye be yadzo le pepa me ayi ɖe aɖaŋuɖenuwo me.
La maire de Paris, Anne Hidalgo, elle, figure dans ce classement très sélect aux côtés de Donald Trump, Angela Merkel, Selena Gomez ou Lewis Hamilton	Ke hã nuwo maɖee fifia eye wobia eɖokui be nu ka ta ehadɔwɔla siwo metsi abe eya ene o la mele nu yeye siawo zam o maha.
Une distinction autant symbolique que prestigieuse pour Hidalgo qui, selon le Time, fait partie des personnalités qui « incarnent une avancée » et « brisent les codes, les records, les silences, les limites, pour montrer ce dont nous sommes capables »	Aʋafiagã Gondo ya mete ŋui gbeɖe o elabe mekpɔ aɖaŋuɖenuwo ƒe vevenyenye nae o.
L’édile parisienne est par ailleurs la seule française à être distinguée cette année par l’hebdomadaire américain, lequel a confié la rédaction de son portrait à l’ancien vice-président des États-Unis, par ailleurs très engagé dans la cause environnementale, Al Gore	Ke Vitib tatɔ aƒetɔ.
Pour le fondateur du Climate Reality Project, l’élue socialiste a fait de Paris une ville « à la pointe du mouvement pour résoudre la crise climatique »	Pango be ɣeyiɣi meyi na gege ɖe nu yeyewo me o.
Un « exemple éclatant de la manière dont les villes peuvent conduire la transition vers des sociétés plus propres, plus saines et plus prospères », poursuit Al Gore, qui avait rencontré Anne Hidalgo en 2015	Aʋafiagã Gondo le gododoa megbe be fifia yele esrɔ̃ge eye yado ŋusẽ kpɔvitɔ xɔ gbɔɖemi habɔbɔ si ta kpɔm wole la metɔwo hã be woasrɔ̃e.
« Très honorée de faire partie du classement 2020 du Time, pour mon engagement face à l’urgence climatique	Mehia miaxlẽ nufiala Tchan Guillaume Djé Bi ƒe agbalẽ tso ɖeviwo ƒe ŋgɔdede le frãsegbe me kple aɖaŋuɖenuwo hafi mianya nye nu sia le nu gblem o.
Un grand merci à Al Gore pour ses mots chaleureux », a réagi l’intéressée	Facebook ɖea vodada gbogbo mawo fiana xoxo.
Ce portrait élogieux venant d’outre-Atlantique intervient dans un contexte où plusieurs personnalités espèrent voir Anne Hidalgo à la tête d’un rassemblement des formations de gauche et écologistes pour la prochaine présidentielle en 2022	Lɛtaviŋlɔgbee he esia vae.
Avant la maire de Paris, plusieurs personnalités françaises ont déjà fait partie de ce classement, à l’instar de Thomas Piketty et Marine Le Pen en 2015, François Hollande l’année suivante ou encore Emmanuel Macron en 2018	To vovo na gbeŋɔŋlɔ la, aɖaŋuɖenuwo siana miaƒe nyaɣaɣlawo.
Pour l’édition 2019, aucun français ne figurait dans ce Top 100	Abe ale si .
Avec The Huffington Post	Aƒetɔ Kpango gblɔe ne la, tsã meinye nukpɔlawo le televiziɔ̃ dzi.
La fourniture du courant électrique sera interrompue dans les quartiers et zones selon le programme ci-après :Jeudi, le 24 Septembre 2020 08 h 30 à 12 h 30 : Quartier Bè – Kpota et ses environs	Ke miawoenye nuwɔlawo egbea le yaʋalanuŋlɔƒewo dzi.
Vendredi, le 25 Septembre 2020 08 h 30 à 13 h 00 : Agoè Anokui, Sogbossito, Légbassito, Darakopé et leurs environs	Ale ke miaɣla amewo ƒe nu esi me wole eɖem fia le yaʋalanuŋlɔƒe dzie.
08 h 30 à 14 h 00 : Zone OPTT Hédzranawoé, Novissi et leurs environs	Aʋafia Gondo be nyawo kaka kaba le yaʋala dzi gblẽ kpovitɔwo ƒe numekukuwo.
Togo : La CEET va s’équiper contre la fraude sur ses branchementsDimanche, le 27 Septembre 2020 08 h 30 à 13 h 00 : Oryx, Afrique Industrie 1et 2, Plastica Togo, Rodis, 3SP et leurs environs	Ne yaʋala ɖe ale si wolé ame aɖe fia la, ekpeɖeŋutɔwo abu ɖe eme ʋĩi.
08 h 30 à 15 h 00 : Zone New World TV et ses environs	Aɖaŋuɖenuwo ƒe vɔ̃do nye ɖoɖo siwo woate ŋu azã agblẽ nu.
Togo / Electricité : vers un meilleur accès dans 6 villesA cet effet, la CEET recommande que les appareils soient débranchés lorsque la coupure intervient et ne soient remis en service qu’après le retour de l’électricité	Amewoe nya alesi woaza nuwoe.
Elle présente ses excuses à sa clientèle et la remercie pour sa bonne compréhension	Menye aɖaŋuɖenu ƒe vodada wonye ne ame aɖe fi onu tatɔ ƒe nyati hena dudɔnunɔla be woaxlẽ o.
Le mercato étant plutôt calme avec notamment la crise sanitaire et économique, qui a touché le football, Chelsea fait figure d’exception après avoir fait un mercato de grande qualité	Aƒenɔ kaba wɔ numetoto sia kple edɔwɔla ɖeka.
De grands noms sont venus comme Thiago Silva, Ziyech, Werner, Havertz, Chilwell, Sarr, mais certains joueurs pourraient faire le chemin inverse	Nublanuinya wonye be amewo le bɔbɔeƒe dzim esime woatsɔ yaʋalanuwo adzi nu yeyewo ɖe dzi boŋ la.
Plusieurs joueurs pourraient être mis sur la touche en cas d’offre intéressante dont N’Golo Kanté, courtisé un certain temps par l’Inter	Womiwo taʋlidɔwɔƒe dzikpɔla ƒe nyati kuɖe nuwo sɔsɔ ɖe womiwo ŋu la hã nyo .
La Pulga veut rentrer un peu plus dans l’histoire	Woŋlɔa wo be le nuawo wɔwɔ kple wozaza siaa me.
En Espagne, le journal Sport a dévoilé les quatre grands records que poursuit désormais Lionel  Messi	Boblododowo metsɔa ɖeke le eme na tokuwo o.
Des records de longévité assez incroyables pour La Pulga, qui a eu 33 ans cet été	Samsung boblododoa ɖee fia be womiwo nye asi gã aɖe na yewo.
Il y a d’abord le nombre de matchs sous les couleurs du FC Barcerlone	Aɖaŋuɖenuwo ate ŋu aɖɔ mama siwo li kuɖe wɔmiwo ŋu tsã la ɖo boŋ.
Xavi est pour l’instant le joueur le plus capé de l’histoire du club, avec 767 matches, mais Messi est juste en embuscade avec 731 unités	Ele vevie na ame sia ame be.
Il n’est pas loin non plus du roi Pelé en ce qui concerne le plus grand nombre de buts dans un même club	Wosrɔ̃ aɖaŋuɖenuwo ŋudɔwɔwɔ hena nu yeyewo tutu.
Le Brésilien s’est arrêté à 643 réalisations, tandis que l’Argentin en est déjà à 634	Dzɔgbezɔ̃ae nye be le womenɔduwo me la, yaʋala kple aɖaŋuɖemɔ nye gatɔwo ƒe nuwo.
L’été prochain, il aura égalisé avec Rexach et Xavi, les joueurs ayant joué le plus grand nombre de saisons avec le club catalan : 17	Dziɖuɖu kple dɔwɔƒe nɔɖokuisiwo le aɖaŋunuwo dam ɖe titinasukuwo gake miegale megbe tim kokoko le nya siawo me.
Le Gallois détient pour l’instant le record avec 36 titres, sous les couleurs de Manchester united	Habib Bemba be Orange le ŋku lem ɖe nyasiawo ŋu vevie hena wo ɖɔɖɔɖo.
Messi, lui, en est à 34	Digital society ɖoɖo evelia sia ana susu wo godo.
Entre 5 et 15 euros la dose serait “un prix raisonnable” pour les futurs vaccins contre le Covid-19, a estimé le mardi 23 septembre 2020, une responsable de la fédération européenne de l’industrie pharmaceutique, tandis que les laboratoires Sanofi et CureVac défendaient leurs contrats signés avec l’UE	Vidéo Samsung Good Vibes.
Alors que l’Union européenne a conclu six accords avec des laboratoires pour réserver des centaines de millions de doses de potentiels vaccins, elle n’a révélé aucun montant estimé pas plus que les conditions commerciales	Ga frã 300 000 gbe sia gbe ɖoɖo hena ŋkeke 10.
« Il y a des questions de concurrence, ce ne serait pas une bonne idée de rendre ces informations publiques tant que tous les contrats n’ont pas été finalisés », s’est justifiée Sue Middleton, présidente de la branche vaccins de la Fédération européenne des industries pharmaceutiques	Esiae kplɔ mi yi ghana, Togo kple Benin.
J’estime que c’est un prix raisonnable pour un vaccin », a-t-elle poursuivi, lors d’une audition du Parlement européen	Mienya nye kple Lalla ƒe nyawo esi mieyi Senegal.
Pour l’heure, seuls 2 des contrats d’achats anticipés conclus par la Commission européenne ont été signés, avec le suédo-britannique AstraZeneca ainsi qu’avec le duo franco-britannique Sanofi-GSK, pour 300 millions de doses dans les deux cas	Miedo go mianɔewo le Twitter dzi eye eye mianɔewokpɔkpɔ zi gbã tɔe nye esi miezɔ mɔ ɖe du yi Teranga dua me.
Covid-19 / Spoutnik V : le vaccin russe sera proposé sous 2 formes« Je comprends que les prix se situent entre 5 et 15 euros la dose	Mieɖoe tso esia dzi be mianɔ mɔ zɔm ƒè sia ƒè anya afrikaduwo hafi akpɔ afi bubuwo .
C’est l’un des deux grands dossiers sensibles du dernier PSG-OM	Fifia miele du siwo le nyiɖuƒuta ƒe ɣedzeƒe gome yim.
Le joueur argentin pourrait risquer une lourde sanction de la commission de discipline de la LFP	Taɖodzinuae nye be miatsɔ frã 300 000 ayi Cape Coast, Accra, Lome kple Kutɔnu.
Selon le règlement, en cas de crachat envers un joueur, ou plus précisément « d’expectoration volontaire susceptible d’atteindre une personne ou en direction de celle-ci », l’article 12 du barème disciplinaire de la FFF, qui s’applique à la LFP,  prévoit en effet une suspension de six matchs	Miedze agbagba sɔgbɔ.
Convoqué par la commission, l’Argentin aura l’occasion de se défendre puisqu’il interviendra en visioconférence, comme les dirigeants du PSG	Ame aɖewo bua be ga sɔgbɔe zɔa mɔ.
Après la finale de la Ligue des Champions édition 2019-2020, place aux récompenses individuelles	Miagblɔ nam be frã 300 000 mele hodzui o gake Iphone kaƒomɔ yeyea xɔ asi wu esiae.
Attendu avec impatience chaque année, le titre du joueur masculin de l’année de l’UEFA est sur le point d’être décerné	Esia na na susu mi hena mɔzɔzɔ.
Un titre qui se jouera entre trois joueurs comme le rapporte le site officiel de l’UEFA ce mercredi 23 septembre	1- midzra mia ƒe gazaza ɖo ɖi do ŋgɔ.
Ce titre sera remis à l’un des trois le lendemain de la cérémonie du tirage au sort de la Ligue des Champions à Nyon le jeudi 1er octobre	Nyeme nya ɖoɖowɔwɔ o gawu la gazazaɖoɖowɔwɔ me.
Un joueur de Münsterlingen, âgé de 16 ans, a brièvement perdu connaissance	Dzɔgbenyuitɔ la Lalla nya esiawo nyuie eye mi eve la enɔ hodzui.
Il a été héliporté à l’hôpital	Miaƒe gazazawo nye mlɔƒe kple ʋuɖoɖo.
Treize autres joueurs y ont été conduits pour un suivi après avoir été examinés par les ambulanciers	Miedi Airbnb xɔwo esia nyo wu amedzrodzeƒe.
Leur état est stable, selon le FC Abtwil	Benin koe midze ’hôtel Résidence les Cocotiers amedzrodzeƒe le.
Onze ados ont pu quitter l’hôpital entre-temps	Teƒea nyo eye miedo go ame geɖewo hã.
La foudre a frappé un poteau d’éclairage à 20h40, a expliqué dans la nuit de mardi à mercredi Hanspeter Krüsi, porte-parole de la police cantonale saint-galloise	Mieto yaʋala dzi nya ʋuɖogawo.
Après l’impact, la foudre est descendue au sol et s’est répandue sur le terrain	Ʋudzɔ li kpɔ wu tso abidzã yi accra lae nye STC si ƒe home nye frã 20000 eye tso Kutɔnu va abidzã la 32000.
Les juniors B du FC Abtwil y jouaient contre ceux du FC Münsterlingen	Eɖea detsotso kuxiwo siwo ŋu maƒo nu le nami emegbe la ɖa.
Nicolas Sarkozy associe les mots « nègres » et « singes » et suscite la colère Le coup de foudre a mobilisé un important contingent de policiers et de secouristes	Sadjo ƒe yaʋalanuŋlɔƒea hã kpeɖe mia ŋu na lidɔdɔwo le fiadu vovovoawo me.
Le Ministère public du canton de Saint-Gall enquête sur les circonstances de l’accident en collaboration avec la police cantonale	Miaƒe mɔzɔgaɖoɖo le frã 70000 na ʋuɖoɖo eye 90000 na dɔ̃ƒe.
Le dialogue réunit les institutions européennes, les deux pays africains et des représentants des producteurs et doit “aboutir à des recommandations concrètes” d’ici mi-2021 pour rendre “plus durable” la chaîne de production du cacao, indique la Commission européenne dans un communiqué	Miebu tsaɖiɖi le duawo me, nuɖuɖu kple nunana siwo mia ƒle gbɔ la de eme o.
Il vise à identifier des mécanismes permettant de décourager la déforestation ou le travail des enfants, tout en incitant les entreprises européennes à se montrer “responsables” dans leurs achats de fèves	Miegblɔ be frã 300 000 asu eye miedze agbagba wɔe hã.
Les discussions entamées, se poursuivront jusqu’en juillet 2021	Mima mmiaƒe ɖoɖowo eye nye hã magbl;lo mia tɔwo na mi le tanya bubu me.
Arrivé à la tête de la Guinée-Bissau en début 2020, le président Umaro Sissoco Embaló n’a pas sa langue dans la poche	2- nɔ nyabiabia dzi.
Son ‘parler cash’ lui vaut aussi bien des admirateurs que des pourfendeurs	Esiae nye nusɔsrɔ̃ nyuitɔ si ŋu mi kple eve miekpɔ dzidzɔ le.
Dans un entretien accordé à Jeune Afrique, ce mois de septembre lors de son séjour médical à Paris pour cause de coronavirus, le chef de l’Etat, connu pour son opposition aux 3e mandat dans la sous-région, a fait d’étonnantes confidences	Nye kple Lalla miete ŋu biaa nya ame manyawo o.
A en croire, JA, ses aînés chefs d’État de la CEDEAO l’ont surnommé Kim Jong Un à cause de son visage poupin peut-être, mais surtout précise le concerné, qui s’en amuse, « parce que je remets de l’ordre et que je répète à mes compatriotes qu’il n’y a désormais qu’un seul chef : moi »	Mɔzɔzɔ sia trɔ mi.
Dans ses révélations, le président de 48 ans, indique avoir été contaminé par le Coronavirus au Nigeria par Abba Kyari, l’ancien directeur de cabinet du président Buhari [il a succombé le 17 avril]	Aleke nayi asi me bɔbɔe.
